timestamp,age,city,living,household_size,fridge,shopping_freq,food_spend,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,input_method,age_group,living_group,household_group,shopping_group,region,input_type,feature_list,pain_count,need_count,need_strong_count,pain_score,need_score,persona,readiness,core_adopter,feat_reminder,feat_priority,feat_recipe,feat_app_view,feat_camera,feat_savings_report,feat_dup_alert,feat_voice,feat_shopping_list,feat_multi_fridge
2026-09-23 22:12:07,18–22,Jakarta,With family,3–4 people,"Yes, private fridge",Sometimes,> Rp6M,3,5,5,4,4,4,4,5,4,4,5,4,5,5,4,5,Smartphone camera scan,≤22,Family household,3–4 people,Medium,Jabodetabek,Camera-based,"Voice assistant; Food & money savings report; ""Use-first"" food prioritisation",7,7,5,4.125,4.714285714285714,Expiry Guardians,Ready adopters,False,0,1,0,0,0,1,0,1,0,0
2026-09-23 22:13:32,18–22,Tangerang,With family,5–6 people,"Yes, shared fridge",Often,Rp1–2M,5,4,3,4,4,5,5,4,5,5,5,3,4,4,5,4,FRISA camera auto-recognition,≤22,Family household,5+ people,High,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; Food & money savings report; Recipes from available ingredients",6,7,3,4.25,4.428571428571429,Smart Home Cooks,"Pain-aware, less convinced",False,0,1,1,0,0,1,0,0,0,0
2026-09-23 22:33:44,23–30,Bogor,With family,5–6 people,"Yes, private fridge",Often,> Rp6M,5,5,3,4,3,4,4,3,5,4,5,4,4,4,5,4,FRISA camera auto-recognition,23–30,Family household,5+ people,High,Jabodetabek,Camera-based,Shopping list; Duplicate-purchase alert; View fridge contents in the app,7,6,2,4.25,4.142857142857143,Connected Planners,"Pain-aware, less convinced",False,0,0,0,1,0,0,1,0,1,0
2026-09-23 22:36:06,18–22,Tangerang,With family,2 people,"Yes, private fridge",Rarely,Prefer not to say,4,4,4,3,5,5,4,4,4,5,5,4,5,5,5,4,Smartphone camera scan,≤22,Family household,1–2 people,Low,Jabodetabek,Camera-based,Duplicate-purchase alert; Expiry reminders; Food & money savings report,7,7,5,4.0,4.714285714285714,Expiry Guardians,Ready adopters,False,1,0,0,0,0,1,1,0,0,0
2026-09-23 22:36:27,18–22,Surabaya,With family,3–4 people,"Yes, private fridge",Sometimes,Rp1–2M,4,4,5,4,3,5,5,5,3,5,5,4,5,5,4,4,Product barcode scan,≤22,Family household,3–4 people,Medium,Other cities,Semi-automatic,"""Use-first"" food prioritisation; Expiry reminders; AI camera food detection",7,7,5,4.25,4.714285714285714,Automation Seekers,Ready adopters,False,1,1,0,0,1,0,0,0,0,0
2026-09-23 22:56:57,18–22,Jakarta,With friends,3–4 people,"Yes, shared fridge",Often,< Rp1M,4,4,4,5,4,4,4,4,3,5,4,4,5,5,5,5,FRISA camera auto-recognition,≤22,Independent living,3–4 people,High,Jabodetabek,Camera-based,Expiry reminders; Recipes from available ingredients; View fridge contents in the app,7,7,5,4.0,4.714285714285714,Connected Planners,Ready adopters,True,1,0,1,1,0,0,0,0,0,0
2026-09-23 23:03:56,18–22,Bandung,Living alone,1 person,"Yes, private fridge",Sometimes,Rp1–2M,3,4,3,4,3,4,4,5,3,4,5,3,5,5,5,5,FRISA camera auto-recognition,≤22,Independent living,1–2 people,Medium,Other cities,Camera-based,Duplicate-purchase alert; Expiry reminders; AI camera food detection,4,7,6,3.5,4.857142857142857,Automation Seekers,Aspirational adopters,False,1,0,0,0,1,0,1,0,0,0
2026-09-23 23:09:20,31–40,Jakarta,With friends,2 people,"Yes, shared fridge",Often,< Rp1M,4,3,4,5,4,3,5,5,3,5,5,4,5,4,4,4,Product barcode scan,31–40,Independent living,1–2 people,High,Jabodetabek,Semi-automatic,Recipes from available ingredients; View fridge contents in the app; Food & money savings report,5,7,4,3.875,4.571428571428571,Connected Planners,Aspirational adopters,True,0,0,1,1,0,1,0,0,0,0
2026-09-23 23:17:04,18–22,Tangerang,With family,3–4 people,"Yes, private fridge",Often,Rp2–4M,4,4,3,4,3,3,4,4,4,4,5,4,5,5,5,4,Voice command to FRISA,≤22,Family household,3–4 people,High,Jabodetabek,Voice,"""Use-first"" food prioritisation; Expiry reminders; Duplicate-purchase alert",6,7,4,3.75,4.571428571428571,Expiry Guardians,Aspirational adopters,True,1,1,0,0,0,0,1,0,0,0
2026-09-23 23:35:25,31–40,Bandung,With family,7+ people,"Yes, private fridge",Rarely,Rp4–6M,4,4,4,4,3,4,5,4,4,5,5,4,4,4,4,5,Product barcode scan,31–40,Family household,5+ people,Low,Other cities,Semi-automatic,"View fridge contents in the app; ""Use-first"" food prioritisation; Expiry reminders",8,7,3,4.125,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,1,0,0,0,0,0,0
2026-09-24 06:41:19,18–22,Jakarta,With family,3–4 people,"Yes, private fridge",Often,Rp2–4M,3,4,5,5,3,4,4,4,4,4,3,4,5,5,5,4,FRISA camera auto-recognition,≤22,Family household,3–4 people,High,Jabodetabek,Camera-based,"Duplicate-purchase alert; ""Use-first"" food prioritisation; Expiry reminders",7,6,3,4.125,4.285714285714286,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,0,0,0,1,0,0,0
2026-09-24 06:44:00,23–30,Depok,With friends,3–4 people,"Yes, shared fridge",Often,< Rp1M,5,4,5,4,3,4,3,4,5,5,4,5,5,3,4,4,Smartphone camera scan,23–30,Independent living,3–4 people,High,Jabodetabek,Camera-based,View fridge contents in the app; Recipes from available ingredients; Expiry reminders,7,6,2,4.375,4.142857142857143,Connected Planners,"Pain-aware, less convinced",False,1,0,1,1,0,0,0,0,0,0
2026-09-24 06:47:18,18–22,Jakarta,Other,3–4 people,"Yes, private fridge",Rarely,Rp1–2M,3,3,5,3,4,4,3,4,4,5,5,3,5,4,5,5,FRISA camera auto-recognition,≤22,Independent living,3–4 people,Low,Jabodetabek,Camera-based,Expiry reminders; AI camera food detection; Food & money savings report,3,7,5,3.5,4.714285714285714,Automation Seekers,Aspirational adopters,False,1,0,0,0,1,1,0,0,0,0
2026-09-24 06:50:23,18–22,Semarang,With family,3–4 people,"Yes, private fridge",Often,Rp4–6M,3,3,3,5,3,4,5,3,5,3,4,4,4,4,5,4,Product barcode scan,≤22,Family household,3–4 people,High,Other cities,Semi-automatic,Recipes from available ingredients; Expiry reminders; View fridge contents in the app,5,5,1,4.0,3.857142857142857,Connected Planners,"Pain-aware, less convinced",False,1,0,1,1,0,0,0,0,0,0
2026-09-24 06:59:34,18–22,Tangerang,With family,3–4 people,"Yes, private fridge",Almost always,Rp4–6M,3,4,3,3,4,4,5,5,4,5,5,3,5,5,5,5,Product barcode scan,≤22,Family household,3–4 people,High,Jabodetabek,Semi-automatic,Recipes from available ingredients; AI camera food detection; Food & money savings report,4,7,7,3.625,5.0,Automation Seekers,Aspirational adopters,True,0,0,1,0,1,1,0,0,0,0
2026-09-24 07:04:58,41–50,Tangerang,With family,2 people,"Yes, private fridge",Often,> Rp6M,3,3,4,5,3,3,4,5,3,5,5,3,4,4,3,4,FRISA camera auto-recognition,41+,Family household,1–2 people,High,Jabodetabek,Camera-based,"Expiry reminders; ""Use-first"" food prioritisation; Recipes from available ingredients",3,6,3,3.5,4.285714285714286,Smart Home Cooks,Lower priority,False,1,1,1,0,0,0,0,0,0,0
2026-09-24 07:06:14,18–22,Jakarta,With family,7+ people,"Yes, shared fridge",Rarely,Rp4–6M,4,5,4,4,4,3,4,4,3,5,5,4,4,5,5,5,Smartphone camera scan,≤22,Family household,5+ people,Low,Jabodetabek,Camera-based,"Expiry reminders; Duplicate-purchase alert; ""Use-first"" food prioritisation",6,7,5,3.875,4.714285714285714,Expiry Guardians,Aspirational adopters,False,1,1,0,0,0,0,1,0,0,0
2026-09-24 07:06:54,23–30,Jakarta,With family,3–4 people,"Yes, private fridge",Often,Rp2–4M,4,3,4,3,5,4,4,4,5,4,5,5,5,4,5,5,FRISA camera auto-recognition,23–30,Family household,3–4 people,High,Jabodetabek,Camera-based,"View fridge contents in the app; ""Use-first"" food prioritisation; AI camera food detection",6,7,4,4.0,4.571428571428571,Automation Seekers,Ready adopters,True,0,1,0,1,1,0,0,0,0,0
2026-09-24 07:10:01,41–50,Semarang,Boarding house / rented room,1 person,No fridge,Almost always,Prefer not to say,3,4,3,3,3,3,4,5,4,4,4,3,4,5,4,5,Digital receipt integration,41+,Independent living,1–2 people,High,Other cities,Semi-automatic,Expiry reminders; AI camera food detection; View fridge contents in the app,3,7,3,3.375,4.428571428571429,Automation Seekers,Lower priority,False,1,0,0,1,1,0,0,0,0,0
2026-09-24 07:13:38,23–30,Jakarta,With family,3–4 people,"Yes, private fridge",Almost always,Rp2–4M,4,4,5,4,4,3,5,5,4,5,5,3,5,4,5,5,Voice command to FRISA,23–30,Family household,3–4 people,High,Jabodetabek,Voice,View fridge contents in the app; Recipes from available ingredients; Duplicate-purchase alert,6,7,6,4.0,4.857142857142857,Connected Planners,Ready adopters,True,0,0,1,1,0,0,1,0,0,0
2026-09-24 07:18:19,23–30,Jakarta,With friends,3–4 people,"Yes, shared fridge",Often,Rp1–2M,5,4,4,4,4,5,3,3,4,5,4,4,5,4,4,3,FRISA camera auto-recognition,23–30,Independent living,3–4 people,High,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; View fridge contents in the app; Recipes from available ingredients",7,5,2,4.125,4.0,Connected Planners,"Pain-aware, less convinced",False,0,1,1,1,0,0,0,0,0,0
2026-09-24 07:23:37,23–30,Jakarta,With family,7+ people,"Yes, shared fridge",Sometimes,Rp1–2M,5,4,4,4,4,5,5,5,5,4,5,4,4,5,5,5,Voice command to FRISA,23–30,Family household,5+ people,Medium,Jabodetabek,Voice,"""Use-first"" food prioritisation; Recipes from available ingredients; AI camera food detection",8,7,5,4.5,4.714285714285714,Automation Seekers,Ready adopters,False,0,1,1,0,1,0,0,0,0,0
2026-09-24 07:24:23,18–22,Tangerang,With family,3–4 people,"Yes, private fridge",Often,Rp1–2M,4,4,4,4,4,5,5,5,4,4,5,4,4,4,5,5,FRISA camera auto-recognition,≤22,Family household,3–4 people,High,Jabodetabek,Camera-based,"Expiry reminders; Recipes from available ingredients; ""Use-first"" food prioritisation",8,7,4,4.25,4.571428571428571,Smart Home Cooks,Ready adopters,True,1,1,1,0,0,0,0,0,0,0
2026-09-24 07:26:41,23–30,Bandung,Boarding house / rented room,7+ people,No fridge,Often,Rp1–2M,4,3,5,4,4,4,5,5,4,4,4,4,5,4,5,5,Smartphone camera scan,23–30,Independent living,5+ people,High,Other cities,Camera-based,Duplicate-purchase alert; View fridge contents in the app; AI camera food detection,7,7,4,4.125,4.571428571428571,Automation Seekers,Ready adopters,False,0,0,0,1,1,0,1,0,0,0
2026-09-24 07:32:53,41–50,Semarang,With family,5–6 people,"Yes, private fridge",Often,Rp2–4M,4,4,4,3,3,4,3,5,4,5,4,3,4,4,5,5,FRISA camera auto-recognition,41+,Family household,5+ people,High,Other cities,Camera-based,View fridge contents in the app; Duplicate-purchase alert; Expiry reminders,5,7,4,3.625,4.571428571428571,Expiry Guardians,Aspirational adopters,True,1,0,0,1,0,0,1,0,0,0
2026-09-24 07:34:10,23–30,Tangerang,Living alone,1 person,"Yes, shared fridge",Almost always,Rp1–2M,4,4,5,3,3,3,4,5,4,5,5,5,5,4,4,5,Smartphone camera scan,23–30,Independent living,1–2 people,High,Jabodetabek,Camera-based,"Expiry reminders; AI camera food detection; ""Use-first"" food prioritisation",6,7,5,4.0,4.714285714285714,Automation Seekers,Ready adopters,True,1,1,0,0,1,0,0,0,0,0
2026-09-24 07:37:54,41–50,Bogor,With family,7+ people,"Yes, private fridge",Often,< Rp1M,4,4,4,5,3,4,5,4,4,5,5,4,4,4,4,5,FRISA camera auto-recognition,41+,Family household,5+ people,High,Jabodetabek,Camera-based,Expiry reminders; Food & money savings report; View fridge contents in the app,8,7,3,4.25,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,0,0,1,0,1,0,0,0,0
2026-09-24 07:46:22,18–22,Depok,With family,3–4 people,"Yes, private fridge",Sometimes,< Rp1M,4,4,4,4,4,5,3,4,4,5,4,4,4,5,5,4,Manual entry in the app,≤22,Family household,3–4 people,Medium,Jabodetabek,Manual,"Food & money savings report; ""Use-first"" food prioritisation; Expiry reminders",7,7,3,4.0,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,0,0,1,0,0,0,0
2026-09-24 07:46:27,23–30,Bandung,With family,7+ people,"Yes, private fridge",Often,Rp4–6M,4,3,4,3,3,3,4,4,4,5,5,3,4,4,4,4,FRISA camera auto-recognition,23–30,Family household,5+ people,High,Other cities,Camera-based,Recipes from available ingredients; Expiry reminders; View fridge contents in the app,4,7,2,3.5,4.285714285714286,Connected Planners,Lower priority,False,1,0,1,1,0,0,0,0,0,0
2026-09-24 07:56:25,23–30,Bogor,With family,5–6 people,"Yes, private fridge",Often,< Rp1M,5,4,5,3,5,4,4,5,5,4,5,3,3,5,4,5,FRISA camera auto-recognition,23–30,Family household,5+ people,High,Jabodetabek,Camera-based,AI camera food detection; View fridge contents in the app; Shopping list,6,6,4,4.125,4.428571428571429,Automation Seekers,"Pain-aware, less convinced",True,0,0,0,1,1,0,0,0,1,0
2026-09-24 08:21:42,31–40,Pontianak,Boarding house / rented room,1 person,"Yes, private fridge",Sometimes,Rp1–2M,3,4,5,4,4,4,5,4,4,4,5,5,4,4,3,4,Digital receipt integration,31–40,Independent living,1–2 people,Medium,Other cities,Semi-automatic,AI camera food detection; Recipes from available ingredients; Expiry reminders,7,6,1,4.25,4.0,Automation Seekers,"Pain-aware, less convinced",False,1,0,1,0,1,0,0,0,0,0
2026-09-24 08:25:53,18–22,Yogyakarta,Living alone,1 person,"Yes, private fridge",Often,Rp2–4M,4,4,4,4,4,5,4,5,4,5,5,5,3,3,5,5,Smartphone camera scan,≤22,Independent living,1–2 people,High,Other cities,Camera-based,Duplicate-purchase alert; Recipes from available ingredients; Expiry reminders,8,5,5,4.25,4.428571428571429,Smart Home Cooks,"Pain-aware, less convinced",True,1,0,1,0,0,0,1,0,0,0
2026-09-24 08:27:21,23–30,Jakarta,With friends,3–4 people,"Yes, shared fridge",Almost always,Rp1–2M,5,5,4,4,3,4,4,5,4,4,4,5,4,4,5,5,Voice command to FRISA,23–30,Independent living,3–4 people,High,Jabodetabek,Voice,"Expiry reminders; ""Use-first"" food prioritisation; Food & money savings report",8,7,3,4.375,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,0,0,1,0,0,0,0
2026-09-24 08:28:05,31–40,Tangerang,With family,3–4 people,"Yes, private fridge",Sometimes,Rp4–6M,4,4,4,4,3,3,4,3,4,5,5,4,4,5,4,4,Voice command to FRISA,31–40,Family household,3–4 people,Medium,Jabodetabek,Voice,Recipes from available ingredients; View fridge contents in the app; Expiry reminders,7,6,3,3.875,4.285714285714286,Connected Planners,Lower priority,False,1,0,1,1,0,0,0,0,0,0
2026-09-24 08:31:26,41–50,Bekasi,Living alone,1 person,"Yes, private fridge",Almost always,Rp1–2M,3,4,5,4,4,4,4,3,5,5,5,3,5,4,4,4,Product barcode scan,41+,Independent living,1–2 people,High,Jabodetabek,Semi-automatic,"Shopping list; Expiry reminders; ""Use-first"" food prioritisation",6,6,3,4.0,4.285714285714286,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,0,0,0,0,0,1,0
2026-09-24 08:32:39,50+,Jakarta,Boarding house / rented room,1 person,"Yes, shared fridge",Rarely,Rp1–2M,5,4,3,4,4,5,5,5,4,4,5,5,5,5,5,5,Smartphone camera scan,41+,Independent living,1–2 people,Low,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; Food & money savings report; AI camera food detection",7,7,6,4.375,4.857142857142857,Automation Seekers,Ready adopters,False,0,1,0,0,1,1,0,0,0,0
2026-09-24 08:35:08,18–22,Jakarta,With family,2 people,"Yes, private fridge",Rarely,> Rp6M,3,3,3,5,3,5,4,5,4,5,5,4,4,4,4,5,Digital receipt integration,≤22,Family household,1–2 people,Low,Jabodetabek,Semi-automatic,"View fridge contents in the app; AI camera food detection; ""Use-first"" food prioritisation",5,7,4,3.875,4.571428571428571,Automation Seekers,Aspirational adopters,False,0,1,0,1,1,0,0,0,0,0
2026-09-24 08:43:17,18–22,Bekasi,With family,5–6 people,"Yes, private fridge",Often,Rp4–6M,4,4,3,4,4,4,3,4,3,4,4,4,5,5,3,5,FRISA camera auto-recognition,≤22,Family household,5+ people,High,Jabodetabek,Camera-based,AI camera food detection; Expiry reminders; Shopping list,5,6,3,3.625,4.285714285714286,Automation Seekers,Lower priority,False,1,0,0,0,1,0,0,0,1,0
2026-09-24 08:43:23,18–22,Jakarta,With family,5–6 people,"Yes, private fridge",Often,Rp4–6M,4,3,4,4,3,4,4,5,5,4,4,4,4,5,4,5,FRISA camera auto-recognition,≤22,Family household,5+ people,High,Jabodetabek,Camera-based,Expiry reminders; Recipes from available ingredients; Food & money savings report,7,7,3,4.0,4.428571428571429,Smart Home Cooks,"Pain-aware, less convinced",False,1,0,1,0,0,1,0,0,0,0
2026-09-24 08:46:48,18–22,Tangerang,With family,7+ people,"Yes, private fridge",Sometimes,Rp2–4M,5,4,3,5,4,4,4,4,3,4,4,3,4,5,5,4,FRISA camera auto-recognition,≤22,Family household,5+ people,Medium,Jabodetabek,Camera-based,AI camera food detection; View fridge contents in the app; Duplicate-purchase alert,5,7,2,3.875,4.285714285714286,Automation Seekers,Lower priority,False,0,0,0,1,1,0,1,0,0,0
2026-09-24 08:56:01,18–22,Jakarta,With family,2 people,"Yes, private fridge",Often,Rp4–6M,4,3,3,5,4,3,4,4,4,5,4,3,4,5,5,5,FRISA camera auto-recognition,≤22,Family household,1–2 people,High,Jabodetabek,Camera-based,"Expiry reminders; ""Use-first"" food prioritisation; Recipes from available ingredients",4,7,4,3.625,4.571428571428571,Smart Home Cooks,Aspirational adopters,True,1,1,1,0,0,0,0,0,0,0
2026-09-24 08:56:39,23–30,Jakarta,With family,5–6 people,"Yes, private fridge",Often,< Rp1M,5,4,5,3,4,4,4,5,4,4,4,4,4,5,5,4,FRISA camera auto-recognition,23–30,Family household,5+ people,High,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; AI camera food detection; View fridge contents in the app",7,7,3,4.125,4.428571428571429,Automation Seekers,"Pain-aware, less convinced",False,0,1,0,1,1,0,0,0,0,0
2026-09-24 08:57:45,18–22,Surabaya,Living alone,1 person,"Yes, private fridge",Almost always,Rp4–6M,4,4,5,5,3,4,4,4,4,4,4,4,5,4,4,4,FRISA camera auto-recognition,≤22,Independent living,1–2 people,High,Other cities,Camera-based,"""Use-first"" food prioritisation; View fridge contents in the app; Recipes from available ingredients",8,7,1,4.25,4.142857142857143,Connected Planners,"Pain-aware, less convinced",False,0,1,1,1,0,0,0,0,0,0
2026-09-24 08:57:50,23–30,Depok,Other,2 people,"Yes, shared fridge",Never,Rp1–2M,3,4,4,4,3,5,4,5,4,4,3,3,5,4,4,5,FRISA camera auto-recognition,23–30,Independent living,1–2 people,Low,Jabodetabek,Camera-based,"Expiry reminders; ""Use-first"" food prioritisation; Duplicate-purchase alert",6,6,3,3.875,4.285714285714286,Expiry Guardians,Lower priority,False,1,1,0,0,0,0,1,0,0,0
2026-09-24 09:14:22,18–22,Bandung,With family,5–6 people,"Yes, private fridge",Sometimes,Rp4–6M,3,4,4,4,4,3,4,4,5,5,4,3,5,5,5,5,Manual entry in the app,≤22,Family household,5+ people,Medium,Other cities,Manual,"Recipes from available ingredients; ""Use-first"" food prioritisation; AI camera food detection",5,7,5,3.75,4.714285714285714,Automation Seekers,Aspirational adopters,False,0,1,1,0,1,0,0,0,0,0
2026-09-24 09:17:41,18–22,Jakarta,With family,3–4 people,"Yes, private fridge",Often,Rp1–2M,3,4,4,4,5,3,4,5,3,4,5,4,5,4,5,5,FRISA camera auto-recognition,≤22,Family household,3–4 people,High,Jabodetabek,Camera-based,"Recipes from available ingredients; ""Use-first"" food prioritisation; AI camera food detection",5,7,5,3.625,4.714285714285714,Automation Seekers,Aspirational adopters,True,0,1,1,0,1,0,0,0,0,0
2026-09-24 09:19:58,18–22,Surabaya,With family,3–4 people,"Yes, private fridge",Sometimes,Rp4–6M,3,3,4,3,3,5,4,5,5,4,5,4,5,5,4,5,Digital receipt integration,≤22,Family household,3–4 people,Medium,Other cities,Semi-automatic,"Expiry reminders; ""Use-first"" food prioritisation; Recipes from available ingredients",5,7,5,3.875,4.714285714285714,Smart Home Cooks,Aspirational adopters,False,1,1,1,0,0,0,0,0,0,0
2026-09-24 09:20:54,18–22,Bandung,Boarding house / rented room,1 person,"Yes, private fridge",Sometimes,< Rp1M,4,4,5,5,3,3,4,5,5,5,4,4,5,5,5,4,Smartphone camera scan,≤22,Independent living,1–2 people,Medium,Other cities,Camera-based,"""Use-first"" food prioritisation; AI camera food detection; View fridge contents in the app",7,7,5,4.25,4.714285714285714,Automation Seekers,Ready adopters,False,0,1,0,1,1,0,0,0,0,0
2026-09-24 09:26:11,18–22,Semarang,Boarding house / rented room,3–4 people,"Yes, shared fridge",Sometimes,Rp1–2M,3,3,3,4,4,3,5,5,3,4,5,5,5,5,5,5,FRISA camera auto-recognition,≤22,Independent living,3–4 people,Medium,Other cities,Camera-based,Expiry reminders; Shopping list; Duplicate-purchase alert,3,7,6,3.625,4.857142857142857,Expiry Guardians,Aspirational adopters,False,1,0,0,0,0,0,1,0,1,0
2026-09-24 09:37:08,18–22,Tangerang,Boarding house / rented room,3–4 people,"Yes, shared fridge",Sometimes,Rp1–2M,4,4,4,4,3,4,4,5,4,4,4,4,5,5,5,5,Smartphone camera scan,≤22,Independent living,3–4 people,Medium,Jabodetabek,Camera-based,Recipes from available ingredients; Expiry reminders; View fridge contents in the app,8,7,5,4.0,4.714285714285714,Connected Planners,Ready adopters,False,1,0,1,1,0,0,0,0,0,0
2026-09-24 09:40:05,18–22,Tangerang,With family,5–6 people,"Yes, shared fridge",Often,Rp2–4M,4,4,4,3,3,4,5,4,4,5,4,4,4,4,4,4,FRISA camera auto-recognition,≤22,Family household,5+ people,High,Jabodetabek,Camera-based,"AI camera food detection; ""Use-first"" food prioritisation; View fridge contents in the app",7,7,1,4.0,4.142857142857143,Automation Seekers,"Pain-aware, less convinced",False,0,1,0,1,1,0,0,0,0,0
2026-09-24 09:43:21,18–22,Bandung,Boarding house / rented room,3–4 people,"Yes, private fridge",Often,Rp1–2M,4,3,3,3,4,3,3,4,4,5,5,3,5,3,4,4,FRISA camera auto-recognition,≤22,Independent living,3–4 people,High,Other cities,Camera-based,"Recipes from available ingredients; ""Use-first"" food prioritisation; Expiry reminders",2,6,3,3.25,4.285714285714286,Smart Home Cooks,Lower priority,False,1,1,1,0,0,0,0,0,0,0
2026-09-24 09:43:54,23–30,Bogor,With family,3–4 people,"Yes, private fridge",Sometimes,Rp2–4M,5,4,5,4,3,4,4,4,3,4,5,4,5,5,5,5,FRISA camera auto-recognition,23–30,Family household,3–4 people,Medium,Jabodetabek,Camera-based,"View fridge contents in the app; ""Use-first"" food prioritisation; Voice assistant",7,7,5,4.125,4.714285714285714,Expiry Guardians,Ready adopters,False,0,1,0,1,0,0,0,1,0,0
2026-09-24 09:45:20,41–50,Jakarta,With family,7+ people,"Yes, private fridge",Rarely,> Rp6M,4,4,4,4,4,4,3,4,5,4,4,4,5,5,5,4,Smartphone camera scan,41+,Family household,5+ people,Low,Jabodetabek,Camera-based,"""Use-first"" food prioritisation; View fridge contents in the app; Recipes from available ingredients",7,7,3,4.0,4.428571428571429,Connected Planners,"Pain-aware, less convinced",False,0,1,1,1,0,0,0,0,0,0
2026-09-24 09:51:25,18–22,Jakarta,Boarding house / rented room,2 people,"Yes, shared fridge",Sometimes,Rp1–2M,5,4,4,5,3,5,5,4,4,4,5,3,4,4,5,5,FRISA camera auto-recognition,≤22,Independent living,1–2 people,Medium,Jabodetabek,Camera-based,"Expiry reminders; View fridge contents in the app; ""Use-first"" food prioritisation",7,7,3,4.375,4.428571428571429,Expiry Guardians,"Pain-aware, less convinced",False,1,1,0,1,0,0,0,0,0,0
2026-09-24 09:51:52,18–22,Bogor,With family,5–6 people,"Yes, private fridge",Sometimes,Rp4–6M,5,4,3,3,3,4,4,4,4,5,4,3,4,4,5,5,FRISA camera auto-recognition,≤22,Family household,5+ people,Medium,Jabodetabek,Camera-based,Recipes from available ingredients; View fridge contents in the app; Expiry reminders,5,7,3,3.75,4.428571428571429,Connected Planners,Lower priority,False,1,0,1,1,0,0,0,0,0,0
2026-09-24 09:54:36,18–22,Yogyakarta,Living alone,1 person,"Yes, private fridge",Often,Rp1–2M,4,4,4,4,4,4,4,5,4,5,5,3,4,5,5,4,Product barcode scan,≤22,Independent living,1–2 people,High,Other cities,Semi-automatic,"""Use-first"" food prioritisation; View fridge contents in the app; AI camera food detection",7,7,5,3.875,4.714285714285714,Automation Seekers,Aspirational adopters,True,0,1,0,1,1,0,0,0,0,0
